,pregunta,opciones,respuesta,argumento,referencia
10,Une entreprise souhaite revoir ses coûts mensuels d'utilisation d'Amazon EC2 et d'Amazon RDS au cours de l'année écoulée. Quel service ou outil AWS fournit ces informations ?,"A. Conseiller de confiance AWS.
B. Explorateur de coûts.
C. Prévisions Amazon.
D.Amazon CloudWatch.",Explorateur de coûts,"Cost Explorer est un outil AWS puissant qui permet aux utilisateurs d'analyser et de visualiser leurs coûts et leur utilisation AWS au fil du temps. Il fournit diverses fonctionnalités pour comprendre, explorer et gérer efficacement les coûts. Avec Cost Explorer, les utilisateurs peuvent consulter leurs coûts mensuels et leur utilisation pour des services AWS spécifiques, notamment Amazon EC2 et Amazon RDS. Il propose des rapports prédéfinis, des filtres personnalisables et des visualisations pour aider à analyser les modèles de dépenses, à identifier les inducteurs de coûts et à suivre les dépenses au fil du temps.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
11,Une entreprise souhaite migrer une application critique vers AWS. L'application a une durée d'exécution courte. L'application est invoquée par des modifications des données ou par des changements dans l'état du système. L'entreprise a besoin d'une solution informatique qui optimise l'efficacité opérationnelle et minimise le coût d'exécution de l'application. Quelle solution AWS l'entreprise doit-elle utiliser pour répondre à ces exigences ?,"A. Instances Amazon EC2 à la demande.
B.AWS Lambda.
C. Instances réservées Amazon EC2.
D. Instances ponctuelles Amazon EC2",AWS Lambda,"AWS Lambda
        1. Exécutez du code sans provisionner ni gérer l’infrastructure. Écrivez et téléchargez simplement le code sous forme de fichier .zip ou d'image de conteneur.
        2. Répondez automatiquement aux demandes d'exécution de code à n'importe quelle échelle, d'une douzaine d'événements par jour à des centaines de milliers par seconde.
        3. Économisez en payant uniquement pour l'ordinateur",https://aws.amazon.com/lambda/
12,Quel service ou fonctionnalité AWS permet aux utilisateurs de se connecter et de déployer les services AWS par programmation ?,"A. Console de gestion AWS.
B.AWS Cloud9.
C.AWS CodePipeline.
D. Kits de développement logiciel (SDK) AWS",Kits de développement logiciel (SDK) AWS,"Les kits de développement logiciel (SDK) AWS permettent aux utilisateurs de se connecter et de déployer les services AWS par programmation, à l'aide de langages de programmation tels que Java, Python, .NET, etc. Les kits SDK AWS fournissent des API qui résument les interactions de bas niveau avec les services et permettent aux développeurs de gérer les services et ressources AWS à partir de leurs propres applications. Les kits SDK AWS sont disponibles pour plusieurs langages et plates-formes de programmation.",https://docs.aws.amazon.com/sdk-for-java/?icmpid=docs_homepage_sdktoolkits
13,Une entreprise envisage de créer un lac de données utilisant Amazon S3. Quel facteur aura le PLUS d’effet sur le coût ?,"A. La sélection des niveaux de stockage S3.
B. Frais de transfert de données existantes vers Amazon S3.
C. L'ajout de politiques de compartiment S3.
D. Frais d'ingestion S3 pour chaque demande",La sélection des niveaux de stockage S3,"La classe de stockage utilisée dans Amazon S3 peut certainement avoir un impact sur le coût d'un lac de données, car différentes classes de stockage ont des niveaux de tarification différents. Par exemple, l'utilisation de la classe de stockage Glacier pour les données rarement consultées peut être beaucoup moins coûteuse que l'utilisation de la classe de stockage Standard pour les données fréquemment consultées. Cependant, dans la plupart des cas, la quantité de données stockées aura un impact plus important sur le coût global que la classe de stockage utilisée. En effet, l'utilisation du stockage est généralement le principal facteur de coût dans un lac de données basé sur S3, quelle que soit la classe de stockage. Par conséquent, il est important de surveiller et de gérer attentivement la quantité de données stockées dans le compartiment S3 afin de garder les coûts sous contrôle.",https://aws.amazon.com/s3/pricing/
14,Une entreprise lance une application de commerce électronique qui doit être toujours disponible. L'application s'exécutera sur les instances Amazon EC2 en continu pendant les 12 prochains mois. Quelle est l’option d’achat d’instance LA PLUS rentable qui répond à ces exigences ?,"A. Instances ponctuelles.
B. Plans d'épargne.
C. Hôtes dédiés.
D. Instances à la demande",Plans d'épargne,"Les plans d'économies Amazon EC2 vous permettent de réduire vos coûts de calcul en vous engageant à une quantité constante d'utilisation du calcul pour une durée d'un ou de trois ans. Cela se traduit par des économies allant jusqu'à 72 % par rapport aux coûts des instances à la demande. Toute utilisation jusqu’à l’engagement est facturée au tarif réduit du Savings Plan (par exemple, 10 $ de l’heure). Toute utilisation au-delà de l'engagement est facturée aux tarifs habituels des instances à la demande.",https://aws.amazon.com/ savingsplans/
15,Quel service ou fonctionnalité AWS une entreprise peut-elle utiliser pour déterminer quelle unité commerciale utilise des ressources AWS spécifiques ?,"A. Balises de répartition des coûts.
B. Paires de clés.
C. Inspecteur Amazon.
D. Conseiller de confiance AWS",Balises de répartition des coûts,"Les balises de répartition des coûts sont un mécanisme fourni par AWS pour attribuer des métadonnées aux ressources AWS à des fins de suivi et de catégorisation des coûts. En appliquant des balises de répartition des coûts aux ressources, les entreprises peuvent associer des métadonnées personnalisées pour identifier et catégoriser les ressources en fonction de différents critères, tels que l'unité commerciale, le service, le projet ou l'application. Lorsqu'elles utilisent des balises de répartition des coûts, les entreprises peuvent suivre et analyser leurs coûts AWS en fonction des balises attribuées. Cela leur permet de déterminer la répartition des coûts entre les différentes unités commerciales ou toute autre catégorisation pertinente. Les balises de répartition des coûts offrent une visibilité granulaire sur l’utilisation et les dépenses des ressources, permettant une attribution et une analyse précises des coûts.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html
16,"Une entreprise souhaite migrer ses charges de travail vers AWS, mais elle manque d'expertise en cloud computing AWS. Quel service ou fonctionnalité AWS aidera l'entreprise dans sa migration ?","A. Conseiller de confiance AWS.
B. Partenaires consultants AWS.
C. Artefacts AWS.
D. Services gérés AWS",Services gérés AWS,"AWS Managed Services est un service proposé par AWS qui aide les organisations à migrer leurs charges de travail vers le cloud AWS. Il offre une gestion complète de l'infrastructure AWS et automatise les tâches courantes, permettant à l'entreprise de se concentrer sur son cœur de métier plutôt que de se soucier des complexités de la gestion de l'environnement cloud. Avec AWS Managed Services, l'entreprise peut bénéficier d'experts certifiés AWS qui prendront en charge la gestion quotidienne de son infrastructure AWS. Cela inclut des activités telles que le provisionnement, la surveillance, l’application de correctifs, la sauvegarde et la sécurité. Le service garantit que les meilleures pratiques sont suivies et que les charges de travail de l'entreprise sont optimisées en termes de performances, de coûts et de sécurité. En tirant parti des services gérés AWS, l'entreprise peut surmonter son manque d'expertise en matière de cloud computing AWS et effectuer une migration en douceur vers la plateforme AWS.",https://docs.aws.amazon.com/managedservices/latest/userguide/what-is-ams.html
17,Quel service ou outil AWS une entreprise doit-elle utiliser pour demander et suivre de manière centralisée les augmentations des limites de service ?,"A. Configuration AWS.
B. Quotas de services.
C. Catalogue de services AWS.
D. Budgets AWS",Quotas de services,"Service Quotas est un service AWS qui permet aux utilisateurs d'afficher, de gérer et de demander des augmentations des limites de service pour divers services AWS. Les limites de service sont des limites prédéfinies fixées par AWS sur l'utilisation de ressources ou de services spécifiques au sein d'un compte AWS. En utilisant les quotas de service, une entreprise peut gérer de manière centralisée ses limites de service et demander des augmentations en cas de besoin. Il offre une visibilité sur les limites actuelles, l'utilisation et le quota disponible pour chaque service. Le service comprend une interface pour soumettre des demandes d'augmentation de limite, suivre l'état des demandes et recevoir des notifications sur les mises à jour.",https://aws.amazon.com/about-aws/whats-new/2021/04/service-quotas-available-aws-govcloud-us-regions/
18,Quelle documentation AWS Artifact fournit-il ?,"A. Conditions générales d'Amazon EC2.
B. Certifications ISO AWS.
C. Un historique des dépenses AWS d'une entreprise.
D. Une liste des types d'instances Amazon EC2 de génération précédente",Certifications ISO AWS,"AWS Artifact donne accès à divers documents liés à la conformité, y compris les certifications ISO AWS. Les certifications ISO sont des normes internationales qui définissent les meilleures pratiques en matière de systèmes de gestion de la sécurité de l'information. Grâce à AWS Artifact, les clients peuvent accéder aux certifications ISO d'AWS, telles que la norme ISO 27001, qui spécifie les exigences relatives à l'établissement, à la mise en œuvre, à la maintenance et à l'amélioration continue d'un système de gestion de la sécurité des informations dans le contexte des services AWS.",https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html
19,Quelle tâche nécessite l'utilisation des informations d'identification de l'utilisateur racine du compte AWS ?,"A. Affichage des informations de facturation.
B. Modification du plan AWS Support.
C. Démarrage et arrêt des instances Amazon EC2.
D. Ouverture d'un dossier AWS Support",Modification du plan AWS Support,"La modification du plan AWS Support, qui inclut la mise à niveau ou la réduction du niveau de support, nécessite généralement les privilèges associés à l'utilisateur racine du compte AWS. L'utilisateur root dispose d'un accès complet et des autorisations nécessaires pour gérer tous les aspects du compte AWS, y compris les configurations liées à la facturation et au support.",https://docs.aws.amazon.com/accounts/latest/reference/root-user-tasks.html
20,Une entreprise doit traiter simultanément des centaines de demandes provenant de différents utilisateurs. Quelle combinaison de services AWS l'entreprise doit-elle utiliser pour créer une solution opérationnellement efficace ?,"A. Amazon Simple Queue Service (Amazon SQS) et AWS Lambda.
B. AWS Data Pipeline et Amazon EC2.
C. Amazon Kinesis et Amazon Athena.
D. AWS Amplify et AWS AppSync",Amazon Simple Queue Service (Amazon SQS) et AWS Lambda,"La combinaison de SQS et Lambda offre plusieurs avantages :
                     Évolutivité : SQS permet de gérer un grand nombre de requêtes, tandis que Lambda adapte automatiquement la capacité de traitement en fonction de la charge de travail entrante.
                     Fiabilité : SQS garantit une livraison fiable des messages et les fonctions Lambda sont conçues pour être sans état et tolérantes aux pannes.
                     Découplage : le découplage des services via SQS permet un couplage lâche, permettant aux composants d'évoluer indépendamment et d'évoluer séparément.",
21,Quelle est la portée d'un VPC au sein du réseau AWS ?,"A. Un VPC peut couvrir toutes les zones de disponibilité dans le monde.
B. Un VPC doit s'étendre sur au moins deux sous-réseaux dans chaque région AWS.
C. Un VPC doit s'étendre sur au moins deux emplacements périphériques dans chaque région AWS.
D. Un VPC peut couvrir toutes les zones de disponibilité au sein d'une région AWS.",Un VPC peut couvrir toutes les zones de disponibilité d'une région AWS.,"Un VPC est une section logiquement isolée du cloud AWS dans laquelle les utilisateurs peuvent lancer des ressources telles que des instances Amazon EC2, des bases de données Amazon RDS et d'autres services AWS. Il permet de contrôler les aspects réseau, notamment l'adressage IP, les sous-réseaux, les tables de routage et les passerelles réseau. Lors de la création d'un VPC, les utilisateurs peuvent choisir la région AWS où il résidera. Au sein de cette région, un VPC peut s'étendre sur plusieurs zones de disponibilité. Les zones de disponibilité sont des centres de données distincts au sein d'une région donnée, chacun disposant d'une alimentation, d'un réseau et d'une connectivité redondants. En s'étendant sur plusieurs zones de disponibilité, un VPC peut fournir une haute disponibilité et une tolérance aux pannes pour les ressources qui y sont déployées.",
22,"Parmi les éléments suivants, lesquels sont des composants d'une connexion AWS Site-to-Site VPN ? (Choisissez deux.)","A. Passerelle de stockage AWS.
B. Passerelle privée virtuelle.
C. Passerelle NAT.
D. Passerelle client.
E. Passerelle Internet.","B. Passerelle privée virtuelle.
D. Passerelle client.",Passerelle privée virtuelle : une passerelle privée virtuelle est le côté AWS de la connexion VPN. Il sert de point d'entrée pour le trafic du réseau client vers le réseau AWS. Passerelle client : une passerelle client est le côté client de la connexion VPN. Il représente le périphérique physique ou l'application logicielle situé dans le réseau sur site du client.,https://docs.aws.amazon.com/vpn/latest/s2svpn/Examples.html
23,Une entreprise doit établir une connexion entre deux VPC. Les VPC sont situés dans deux régions AWS différentes. L'entreprise souhaite utiliser l'infrastructure existante des VPC pour cette connexion. Quel service ou fonctionnalité AWS peut être utilisé pour établir cette connexion ?,"A. VPN client AWS.
B. Appairage de VPC.
C.AWS Direct Connect.
D. Points de terminaison d'un VPC.",Appairage de VPC,"Vous pouvez créer une connexion d'appairage de VPC entre vos propres VPC, avec un VPC dans un autre compte AWS ou avec un VPC dans une autre région AWS.",https://docs.aws.amazon.com/vpc/latest/peering/what-is-vpc-peering.html
24,"Selon le modèle de responsabilité partagée d'AWS, quelle est la responsabilité d'un client lorsqu'il utilise Amazon RDS pour héberger une base de données ?","A. Gérer les connexions à la base de données.
B. Installez Microsoft SQL Server.
C. Concevoir des stratégies de chiffrement au repos.
D. Appliquez des correctifs mineurs à la base de données.",Gérer les connexions à la base de données.,"Amazon RDS chiffre vos bases de données à l'aide de clés que vous gérez avec AWS Key Management Service (KMS). Sur une instance de base de données exécutée avec le chiffrement Amazon RDS, les données stockées au repos dans le stockage sous-jacent sont chiffrées, tout comme ses sauvegardes automatisées, ses réplicas en lecture et ses instantanés. Le chiffrement Amazon RDS utilise l'algorithme de chiffrement AES-256 standard pour chiffrer vos données sur le serveur qui héberge votre instance Amazon RDS. Concevoir une stratégie de chiffrement signifie construire la stratégie à partir de zéro (y compris choisir l'algorithme de chiffrement le mieux adapté à cette stratégie), comme mentionné précédemment, en sélectionner une est différent de en concevoir/créer une nouvelle.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
25,Quels sont les avantages de l'utilisation des instances Amazon EC2 pour héberger des applications dans le cloud AWS plutôt que sur site ? (Choisissez deux.),"R. EC2 inclut la gestion des correctifs du système d'exploitation.
B. EC2 s'intègre à Amazon VPC, AWS CloudTrail et AWS Identity and Access Management (IAM).
C. EC2 dispose d'un accord de niveau de service (SLA) à 100 %.
D. EC2 dispose d'un modèle de tarification flexible et à l'utilisation.",EC2 propose un modèle de tarification flexible et à l'utilisation. EC2 dispose d'une optimisation automatique des coûts de stockage.,,https://aws.amazon.com/ec2/instance-types/
26,Un utilisateur doit déterminer si les groupes de sécurité d'une instance Amazon EC2 ont été modifiés au cours du mois dernier. Comment l’utilisateur peut-il voir si une modification a été effectuée ?,"A. Utilisez Amazon EC2 pour voir si le groupe de sécurité a été modifié.
B. Utilisez AWS Identity and Access Management (IAM) pour voir quel utilisateur ou rôle a modifié le groupe de sécurité.
C. Utilisez AWS CloudTrail pour voir si le groupe de sécurité a été modifié.
D. Utilisez Amazon CloudWatch pour voir si le groupe de sécurité a été modifié.",Utilisez AWS CloudTrail pour voir si le groupe de sécurité a été modifié.,"CloudTrail enregistre l'activité des utilisateurs et les appels d'API sur les services AWS en tant qu'événements. Les événements CloudTrail vous aident à répondre aux questions « qui a fait quoi, où et quand ?",https://aws.amazon.com/cloudtrail/features/
27,Quel service AWS contribuera à protéger les applications exécutées sur AWS contre les attaques DDoS ?,"A. Amazon GuardDuty.
B. AWS WAF.
C. Bouclier AWS.
D. Inspecteur Amazon.",Bouclier AWS.,"AWS Shield est un service géré qui offre une protection contre les attaques par déni de service distribué (DDoS) pour les applications exécutées sur AWS. AWS Shield Standard est automatiquement activé pour tous les clients AWS sans frais supplémentaires. AWS Shield Advanced est un service payant facultatif. AWS Shield Advanced fournit des protections supplémentaires contre les attaques plus sophistiquées et plus importantes pour vos applications exécutées sur Amazon Elastic Compute Cloud (EC2), Elastic Load Balancing (ELB), Amazon CloudFront, AWS Global Accelerator et Route 53.",https://aws.amazon.com/shield/faqs/
28,Quel service ou fonctionnalité AWS fait office de pare-feu pour les instances Amazon EC2 ?,"A. Liste de contrôle d'accès réseau.
B. Interface réseau élastique.
C. Amazon VPC.
D. Groupe de sécurité",Groupe de sécurité,"Un groupe de sécurité agit comme un pare-feu virtuel pour vos instances EC2 afin de contrôler le trafic entrant et sortant. Les règles entrantes contrôlent le trafic entrant vers votre instance, et les règles sortantes contrôlent le trafic sortant de votre instance. Lorsque vous lancez une instance, vous pouvez spécifier un ou plusieurs groupes de sécurité.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html
29,En quoi le modèle tarifaire du cloud AWS diffère-t-il du modèle tarifaire traditionnel du stockage sur site ?,"R. Les ressources AWS n'entraînent aucun frais.
B. Il n'y a pas de frais d'exploitation des infrastructures.
C. Il n’y a aucun engagement de coût initial.
D. Il n'y a aucun frais de licence logicielle.",Il n’y a pas de frais d’exploitation des infrastructures.,Réduisez les dépenses de stockage Minimisez votre coût total de possession (TCO) grâce à des services gérés qui éliminent la maintenance de l'infrastructure. Optimisez vos coûts de stockage en fonction de la fréquence et de la rapidité avec lesquelles vous devez accéder à vos données.,https://aws.amazon.com/products/storage/
30,Une entreprise dispose d'une seule instance Amazon EC2. L'entreprise souhaite adopter une architecture hautement disponible. Que peut faire l’entreprise pour répondre à cette exigence ?,"A. Évoluez verticalement vers une taille d’instance EC2 plus grande.
B. Évoluez horizontalement sur plusieurs zones de disponibilité.
C. Achetez une instance dédiée EC2.
D. Remplacez la famille d'instances EC2 par une instance optimisée pour le calcul.",Évoluez horizontalement sur plusieurs zones de disponibilité.,"Il existe deux types de mise à l'échelle : verticale et horizontale. Vertical : signifie augmenter la configuration de la même machine existante. Horizontal : ajout d'instances supplémentaires pour partager la charge de travail, la réponse devrait donc être B",
31,"Le cycle de déploiement d'applications sur site d'une entreprise durait 3 à 4 semaines. Après la migration vers le Cloud AWS, l'entreprise peut déployer l'application en 2 à 3 jours. Quel avantage cette entreprise a-t-elle retiré en passant au cloud AWS ?","A. Élasticité.
B. Flexibilité.
C. Agilité.
D. Résilience",Agilité.,"L'entreprise peut répondre rapidement aux besoins de l'entreprise et déployer des applications plus rapidement, ce qui permet une commercialisation plus rapide des nouvelles fonctionnalités, des mises à jour ou des corrections de bogues. Cette agilité accrue permet à l’entreprise de rester compétitive sur un marché en évolution rapide.",https://repost.aws/questions/QU89MN7WVwTcCsNELreRby8A/agility-or-elasticity
32,"Parmi les éléments suivants, lesquels sont inclus dans AWS Enterprise Support ? (Choisissez deux.)","A. Responsable de compte technique AWS (TAM).
B. Assistance assurée par les partenaires AWS.
C. Services professionnels AWS.
D. Prise en charge de l'intégration de logiciels tiers avec AWS.
E. Temps de réponse de 5 minutes pour les problèmes critiques","A. Responsable de compte technique AWS (TAM).
D. Prise en charge de l'intégration de logiciels tiers avec AWS.","Avec l'assistance de niveau Entreprise, vous bénéficiez : d'une assistance logicielle tierce pour des conseils, la configuration et le dépannage de l'interopérabilité AWS avec de nombreux systèmes d'exploitation, plates-formes et composants de pile d'applications courants. Vous aurez également accès à un responsable de compte technique (TAM) qui vous fournira des conseils consultatifs en matière d'architecture et d'exploitation dans le contexte de vos applications et de vos cas d'utilisation pour vous aider à tirer le meilleur parti d'AWS.","https://i.ytimg.com/vi/0LQcq_zyNmg/maxresdefault.jpg, https://aws.amazon.com/premiumsupport/plans/enterprise/"
