,pregunta,opciones,respuesta,argumento,referencia
10,Un'azienda desidera rivedere i costi mensili sostenuti per l'utilizzo di Amazon EC2 e Amazon RDS nell'ultimo anno. Quale servizio o strumento AWS fornisce queste informazioni?,"R. Consulente affidabile di AWS.
B. Esplora costi.
C. Previsioni Amazon.
D.Amazon CloudWatch.",Esploratore dei costi,"Cost Explorer è un potente strumento AWS che consente agli utenti di analizzare e visualizzare i costi e l'utilizzo di AWS nel tempo. Fornisce varie funzionalità per comprendere, esplorare e gestire i costi in modo efficace. Con Cost Explorer, gli utenti possono visualizzare i costi mensili e l'utilizzo per servizi AWS specifici, tra cui Amazon EC2 e Amazon RDS. Offre report predefiniti, filtri personalizzabili e visualizzazioni per aiutare ad analizzare i modelli di spesa, identificare i fattori di costo e tenere traccia delle spese nel tempo.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
11,Un'azienda desidera migrare un'applicazione critica su AWS. L'applicazione ha una durata di esecuzione breve. L'applicazione viene richiamata dalle modifiche dei dati o dai cambiamenti nello stato del sistema. L'azienda necessita di una soluzione di elaborazione che massimizzi l'efficienza operativa e riduca al minimo i costi di esecuzione dell'applicazione. Quale soluzione AWS dovrebbe utilizzare l'azienda per soddisfare questi requisiti?,"A. Istanze on demand di Amazon EC2.
B. AWS Lambda.
C. Istanze riservate di Amazon EC2.
D. Istanze Spot di Amazon EC2",AWSLambda,"AWSLambda
        1. Esegui il codice senza effettuare il provisioning o gestire l'infrastruttura. Scrivi e carica semplicemente il codice come file .zip o immagine contenitore.
        2. Rispondi automaticamente alle richieste di esecuzione del codice su qualsiasi scala, da una dozzina di eventi al giorno a centinaia di migliaia al secondo.
        3. Risparmia sui costi pagando solo il compu",https://aws.amazon.com/lambda/
12,Quale servizio o funzionalità AWS consente agli utenti di connettersi e distribuire i servizi AWS in modo programmatico?,"A. Console di gestione AWS.
B. AWS Cloud9.
C.AWS CodePipeline.
D. Kit di sviluppo software AWS (SDK)",Kit di sviluppo software AWS (SDK),"I kit di sviluppo software (SDK) AWS consentono agli utenti di connettersi e distribuire i servizi AWS in modo programmatico, utilizzando linguaggi di programmazione come Java, Python, .NET e altri. Gli SDK AWS forniscono API che astraggono le interazioni di basso livello con i servizi e consentono agli sviluppatori di gestire servizi e risorse AWS dall'interno delle proprie applicazioni. Gli SDK AWS sono disponibili per più linguaggi e piattaforme di programmazione.",https://docs.aws.amazon.com/sdk-for-java/?icmpid=docs_homepage_sdktoolkits
13,Un'azienda prevede di creare un data Lake che utilizzi Amazon S3. Quale fattore avrà il MAGGIORE effetto sui costi?,"A. La selezione dei livelli di storage S3.
B. Costi per il trasferimento dei dati esistenti in Amazon S3.
C. L'aggiunta delle policy di bucket S3.
D. Commissioni di acquisizione S3 per ogni richiesta",La selezione dei livelli di storage S3,"La classe di storage utilizzata in Amazon S3 può sicuramente avere un impatto sul costo di un data Lake, poiché classi di storage diverse hanno livelli di prezzo diversi. Ad esempio, l'utilizzo della classe di storage Glacier per i dati ad accesso poco frequente può essere molto più economico rispetto all'utilizzo della classe di storage Standard per i dati ad accesso frequente. Tuttavia, nella maggior parte dei casi, la quantità di dati archiviati avrà un impatto maggiore sul costo complessivo rispetto alla classe di archiviazione utilizzata. Questo perché l'utilizzo dello storage è generalmente il principale fattore di costo in un data Lake basato su S3, indipendentemente dalla classe di storage. Pertanto, è importante monitorare e gestire attentamente la quantità di dati archiviati nel bucket S3 per tenere sotto controllo i costi.",https://aws.amazon.com/s3/pricing/
14,Un'azienda sta lanciando un'applicazione di e-commerce che deve essere sempre disponibile. L'applicazione verrà eseguita ininterrottamente sulle istanze Amazon EC2 per i prossimi 12 mesi. Qual è l'opzione di acquisto di istanze PIÙ conveniente che soddisfa questi requisiti?,"A. Istanze Spot.
B. Piani di risparmio.
C. Host dedicati.
D. Istanze on demand",Piani di risparmio,"I Savings Plans di Amazon EC2 ti consentono di ridurre i costi di elaborazione impegnandoti a mantenere una quantità costante di utilizzo dell'elaborazione per un periodo di 1 o 3 anni. Ciò si traduce in un risparmio fino al 72% rispetto ai costi delle istanze on demand. Qualsiasi utilizzo fino al limite dell'impegno viene addebitato alla tariffa scontata del Savings Plan (ad esempio, $ 10 l'ora). Qualsiasi utilizzo oltre l'impegno viene addebitato alle normali tariffe delle istanze on demand.",https://aws.amazon.com/ savingsplans/
15,Quale servizio o funzionalità AWS può utilizzare un'azienda per determinare quale unità aziendale utilizza risorse AWS specifiche?,"A. Tag di allocazione dei costi.
B. Coppie di chiavi.
C. Ispettore di Amazon.
D. Consulente affidabile di AWS",Tag di allocazione dei costi,"I tag di allocazione dei costi sono un meccanismo fornito da AWS per assegnare metadati alle risorse AWS a fini di monitoraggio e categorizzazione dei costi. Applicando tag di allocazione dei costi alle risorse, le aziende possono associare metadati personalizzati per identificare e classificare le risorse in base a criteri diversi, come unità aziendale, dipartimento, progetto o applicazione. Quando si utilizzano tag di allocazione dei costi, le aziende possono monitorare e analizzare i costi AWS in base ai tag assegnati. Ciò consente loro di determinare la distribuzione dei costi tra le diverse unità aziendali o qualsiasi altra categorizzazione pertinente. I tag di allocazione dei costi forniscono visibilità granulare sull'utilizzo e sulla spesa delle risorse, consentendo un'attribuzione e un'analisi accurata dei costi.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html
16,"Un'azienda desidera migrare i propri carichi di lavoro su AWS, ma non dispone di esperienza nel cloud computing AWS. Quale servizio o funzionalità AWS aiuterà l'azienda nella migrazione?","R. Consulente affidabile di AWS.
B. Partner di consulenza AWS.
C. Artefatti AWS.
D. Servizi gestiti AWS",Servizi gestiti AWS,"AWS Managed Services è un servizio offerto da AWS che aiuta le organizzazioni a migrare i propri carichi di lavoro nel cloud AWS. Fornisce una gestione completa dell'infrastruttura AWS e automatizza le attività comuni, consentendo all'azienda di concentrarsi sul proprio core business anziché preoccuparsi delle complessità della gestione dell'ambiente cloud. Con i servizi gestiti AWS, l'azienda può beneficiare di esperti certificati AWS che gestiranno la gestione quotidiana della sua infrastruttura AWS. Ciò include attività quali provisioning, monitoraggio, patch, backup e sicurezza. Il servizio garantisce che vengano seguite le migliori pratiche e che i carichi di lavoro dell'azienda siano ottimizzati in termini di prestazioni, costi e sicurezza. Sfruttando i servizi gestiti AWS, l'azienda può superare la propria mancanza di esperienza nel cloud computing AWS e effettuare una migrazione senza problemi alla piattaforma AWS.",https://docs.aws.amazon.com/activatedservices/latest/userguide/what-is-ams.html
17,Quale servizio o strumento AWS dovrebbe utilizzare un'azienda per richiedere e monitorare a livello centrale gli aumenti dei limiti di servizio?,"A. Configurazione AWS.
B. Quote di servizio.
C. Catalogo dei servizi AWS.
D. Budget AWS",Quote di servizio,"Service Quotas è un servizio AWS che consente agli utenti di visualizzare, gestire e richiedere aumenti dei limiti di servizio per vari servizi AWS. I limiti di servizio sono limiti predefiniti stabiliti da AWS sull'utilizzo di risorse o servizi specifici all'interno di un account AWS. Utilizzando le quote di servizio, un'azienda può gestire centralmente i propri limiti di servizio e richiedere aumenti quando necessario. Fornisce visibilità sui limiti attuali, sull'utilizzo e sulla quota disponibile per ciascun servizio. Il servizio include un'interfaccia per inviare richieste di aumento dei limiti, monitorare lo stato delle richieste e ricevere notifiche sugli aggiornamenti.",https://aws.amazon.com/about-aws/whats-new/2021/04/service-quotas-available-aws-govcloud-us-regions/
18,Quale documentazione fornisce AWS Artifact?,"A. Termini e condizioni di Amazon EC2.
B. Certificazioni ISO AWS.
C. Una cronologia della spesa AWS di un'azienda.
D. Un elenco di tipi di istanze Amazon EC2 della generazione precedente",Certificazioni ISO AWS,"AWS Artifact fornisce l'accesso a vari documenti relativi alla conformità, comprese le certificazioni ISO AWS. Le certificazioni ISO sono standard internazionali che definiscono le migliori pratiche per i sistemi di gestione della sicurezza delle informazioni. Attraverso AWS Artifact, i clienti possono accedere alle certificazioni ISO di AWS, come ISO 27001, che specifica i requisiti per stabilire, implementare, mantenere e migliorare continuamente un sistema di gestione della sicurezza delle informazioni nel contesto dei servizi AWS.",https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html
19,Quale attività richiede l'utilizzo delle credenziali dell'utente root dell'account AWS?,"A. Visualizzazione delle informazioni di fatturazione.
B. Modifica del piano AWS Support.
C. Avvio e arresto delle istanze Amazon EC2.
D. Apertura di un caso di AWS Support",Modifica del piano AWS Support,"La modifica del piano AWS Support, che include l'aggiornamento o il downgrade del livello di supporto, richiede in genere i privilegi associati all'utente root dell'account AWS. L'utente root dispone di accesso completo e autorizzazioni per gestire tutti gli aspetti dell'account AWS, comprese le configurazioni relative alla fatturazione e al supporto.",https://docs.aws.amazon.com/accounts/latest/reference/root-user-tasks.html
20,Un'azienda ha la necessità di elaborare contemporaneamente centinaia di richieste provenienti da utenti diversi. Quale combinazione di servizi AWS dovrebbe utilizzare l'azienda per creare una soluzione operativamente efficiente?,"R. Amazon Simple Queue Service (Amazon SQS) e AWS Lambda.
B. Pipeline di dati AWS e Amazon EC2.
C. Amazon Kinesis e Amazon Athena.
D. AWS Amplify e AWS AppSync",Amazon Simple Queue Service (Amazon SQS) e AWS Lambda,"La combinazione di SQS e Lambda offre numerosi vantaggi:
                     Scalabilità: SQS consente di gestire un numero elevato di richieste, mentre Lambda ridimensiona automaticamente la capacità di elaborazione in base al carico di lavoro in entrata.
                     Affidabilità: SQS garantisce la consegna affidabile dei messaggi e le funzioni Lambda sono progettate per essere stateless e con tolleranza agli errori.
                     Disaccoppiamento: il disaccoppiamento dei servizi tramite SQS consente un accoppiamento libero, consentendo ai componenti di evolversi in modo indipendente e scalare separatamente.",
21,Qual è l'ambito di un VPC all'interno della rete AWS?,"R. Un VPC può estendersi su tutte le zone di disponibilità a livello globale.
B. Un VPC deve estendersi su almeno due sottoreti in ciascuna regione AWS.
C. Un VPC deve estendersi su almeno due edge location in ciascuna regione AWS.
D. Un VPC può estendersi su tutte le zone di disponibilità all'interno di una regione AWS.",Un VPC può estendersi su tutte le zone di disponibilità all'interno di una regione AWS.,"Un VPC è una sezione logicamente isolata del cloud AWS in cui gli utenti possono avviare risorse come istanze Amazon EC2, database Amazon RDS e altri servizi AWS. Fornisce il controllo sugli aspetti di rete, inclusi indirizzi IP, sottoreti, tabelle di routing e gateway di rete. Quando creano un VPC, gli utenti possono scegliere la regione AWS in cui risiederà. All'interno di tale regione, un VPC può estendersi su più zone di disponibilità. Le zone di disponibilità sono data center separati all'interno di una determinata regione, ciascuno con alimentazione, rete e connettività ridondanti. Estendendosi su più zone di disponibilità, un VPC può fornire disponibilità elevata e tolleranza agli errori per le risorse distribuite al suo interno.",
22,Quali dei seguenti sono componenti di una connessione AWS Site-to-Site VPN? (Scegline due.),"R. AWS Storage Gateway.
B. Gateway privato virtuale.
C.Porta NAT.
D. Portale del cliente.
E. Porta Internet.","B. Gateway privato virtuale.
D. Portale del cliente.",Gateway privato virtuale: un gateway privato virtuale è il lato AWS della connessione VPN. Funge da punto di ingresso per il traffico dalla rete del cliente alla rete AWS. Gateway del cliente: un gateway del cliente è il lato cliente della connessione VPN. Rappresenta il dispositivo fisico o l'applicazione software situata nella rete locale del cliente.,https://docs.aws.amazon.com/vpn/latest/s2svpn/Examples.html
23,Un'azienda deve stabilire una connessione tra due VPC. I VPC si trovano in due diverse regioni AWS. L'azienda desidera utilizzare l'infrastruttura esistente dei VPC per questa connessione. Quale servizio o funzionalità AWS può essere utilizzato per stabilire questa connessione?,"R. AWS Client VPN.
B. Peering VPC.
C.AWS Direct Connect.
D. Endpoint VPC.",Peering VPC,"Puoi creare una connessione peering VPC tra i tuoi VPC, con un VPC in un altro account AWS o con un VPC in una regione AWS diversa.",https://docs.aws.amazon.com/vpc/latest/peering/what-is-vpc-peering.html
24,"Secondo il modello di responsabilità condivisa di AWS, quale responsabilità ha un cliente quando utilizza Amazon RDS per ospitare un database?","A. Gestire le connessioni al database.
B. Installare Microsoft SQL Server.
C. Progettare strategie di crittografia dei dati inattivi.
D. Applicare patch minori al database.",Gestire le connessioni al database.,"Amazon RDS crittografa i tuoi database utilizzando le chiavi che gestisci con AWS Key Management Service (KMS). Su un'istanza di database in esecuzione con la crittografia Amazon RDS, i dati archiviati inattivi nello storage sottostante vengono crittografati, così come i backup automatizzati, le repliche di lettura e gli snapshot. La crittografia Amazon RDS utilizza l'algoritmo di crittografia AES-256 standard del settore per crittografare i tuoi dati sul server che ospita la tua istanza Amazon RDS. Progettare una strategia di crittografia significa costruire la strategia da zero (inclusa la scelta dell'algoritmo di crittografia più adatto per tale strategia), come accennato in precedenza, selezionarne uno è diverso da progettarne/crearne uno nuovo.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
25,Quali sono alcuni vantaggi derivanti dall'utilizzo delle istanze Amazon EC2 per ospitare applicazioni nel cloud AWS anziché in locale? (Scegline due.),"R. EC2 include la gestione delle patch del sistema operativo.
B. EC2 si integra con Amazon VPC, AWS CloudTrail e AWS Identity and Access Management (IAM).
C. EC2 ha un accordo sul livello di servizio (SLA) del 100%.
D. EC2 ha un modello di prezzi flessibile con pagamento in base al consumo.",EC2 ha un modello di prezzi flessibile con pagamento in base al consumo. EC2 dispone di un'ottimizzazione automatica dei costi di archiviazione.,,https://aws.amazon.com/ec2/instance-types/
26,Un utente deve determinare se i gruppi di sicurezza di un'istanza Amazon EC2 sono stati modificati nell'ultimo mese. Come può l'utente vedere se è stata apportata una modifica?,"R. Utilizza Amazon EC2 per verificare se il gruppo di sicurezza è stato modificato.
B. Utilizza AWS Identity and Access Management (IAM) per vedere quale utente o ruolo ha modificato il gruppo di sicurezza.
C. Utilizza AWS CloudTrail per verificare se il gruppo di sicurezza è stato modificato.
D. Utilizzare Amazon CloudWatch per verificare se il gruppo di sicurezza è stato modificato.",Utilizza AWS CloudTrail per verificare se il gruppo di sicurezza è stato modificato.,"CloudTrail registra l'attività degli utenti e le chiamate API nei servizi AWS come eventi. Gli eventi CloudTrail ti aiutano a rispondere alle domande ""chi ha fatto cosa, dove e quando?""",https://aws.amazon.com/cloudtrail/features/
27,Quale servizio AWS aiuterà a proteggere le applicazioni in esecuzione su AWS dagli attacchi DDoS?,"A. Amazon GuardDuty.
B.AWS WAF.
C. Scudo AWS.
D. Ispettore di Amazon.",Scudo AWS.,"AWS Shield è un servizio gestito che fornisce protezione contro gli attacchi Distributed Denial of Service (DDoS) per le applicazioni in esecuzione su AWS. AWS Shield Standard viene abilitato automaticamente per tutti i clienti AWS senza costi aggiuntivi. AWS Shield Advanced è un servizio opzionale a pagamento. AWS Shield Advanced fornisce protezioni aggiuntive contro attacchi più sofisticati e di grandi dimensioni per le tue applicazioni in esecuzione su Amazon Elastic Compute Cloud (EC2), Elastic Load Balancing (ELB), Amazon CloudFront, AWS Global Accelerator e Route 53",https://aws.amazon.com/shield/faqs/
28,Quale servizio o funzionalità AWS funge da firewall per le istanze Amazon EC2?,"A. ACL di rete.
B. Interfaccia di rete elastica.
C. Amazon VPC.
D. Gruppo di sicurezza",Gruppo di sicurezza,"Un gruppo di sicurezza funge da firewall virtuale per le tue istanze EC2 per controllare il traffico in entrata e in uscita. Le regole in entrata controllano il traffico in entrata nella tua istanza, mentre le regole in uscita controllano il traffico in uscita dalla tua istanza. Quando avvii un'istanza, puoi specificare uno o più gruppi di sicurezza.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html
29,In che modo il modello di prezzi del cloud AWS differisce dal tradizionale modello di prezzi di storage in locale?,"R. Le risorse AWS non comportano costi.
B. Non sono previsti costi di gestione dell'infrastruttura.
C. Non ci sono impegni di costi iniziali.
D. Non sono previsti costi di licenza del software.",Non sono previsti costi di gestione dell'infrastruttura.,Riduci la spesa per lo storage Riduci al minimo il costo totale di proprietà (TCO) con servizi gestiti che eliminano la manutenzione dell'infrastruttura. Ottimizza i costi di archiviazione in base alla frequenza e alla rapidità con cui devi accedere ai tuoi dati.,https://aws.amazon.com/products/storage/
30,Un'azienda dispone di una singola istanza Amazon EC2. L'azienda desidera adottare un'architettura ad alta disponibilità. Cosa può fare l’azienda per soddisfare questa esigenza?,"R. Scala verticalmente fino a raggiungere dimensioni di istanza EC2 maggiori.
B. Scalare orizzontalmente su più zone di disponibilità.
C. Acquista un'istanza dedicata EC2.
D. Modificare la famiglia di istanze EC2 in un'istanza ottimizzata per il calcolo.",Scala orizzontalmente su più zone di disponibilità.,"Esistono due tipi di ridimensionamento: verticale e orizzontale. Verticale: Significa aumentare la configurazione della stessa macchina esistente. Orizzontale: aggiunta di ulteriori istanze per condividere il carico di lavoro, quindi la risposta dovrebbe essere B",
31,"Il ciclo di distribuzione delle applicazioni locali di un'azienda durava 3-4 settimane. Dopo la migrazione al cloud AWS, l'azienda può distribuire l'applicazione in 2-3 giorni. Quali vantaggi ha riscontrato questa azienda passando al cloud AWS?","R. Elasticità.
B. Flessibilità.
C. Agilità.
D. Resilienza",Agilità.,"L'azienda può rispondere rapidamente alle esigenze aziendali e distribuire le applicazioni più velocemente, consentendo un time-to-market più rapido per nuove funzionalità, aggiornamenti o correzioni di bug. Questa maggiore agilità consente all’azienda di rimanere competitiva in un mercato in rapida evoluzione.",https://repost.aws/questions/QU89MN7WVwTcCsNELreRby8A/agility-or-elasticity
32,Quali dei seguenti sono inclusi in AWS Enterprise Support? (Scegline due.),"A. Account manager tecnico AWS (TAM).
B. Supporto gestito dai partner AWS.
C. Servizi professionali AWS.
D. Supporto dell'integrazione di software di terze parti in AWS.
E. Tempo di risposta di 5 minuti per problemi critici","A. Account manager tecnico AWS (TAM).
D. Supporto dell'integrazione di software di terze parti in AWS.","Con il supporto di livello Enterprise ottieni: Supporto software di terze parti per indicazioni, configurazione e risoluzione dei problemi di interoperabilità di AWS con molti sistemi operativi, piattaforme e componenti dello stack di app comuni. Avrai inoltre accesso a un Technical Account Manager (TAM) che fornirà consulenza operativa e architettonica nel contesto delle tue app e dei casi d'uso per aiutarti a ottenere il massimo valore da AWS.","https://i.ytimg.com/vi/0LQcq_zyNmg/maxresdefault.jpg, https://aws.amazon.com/premiumsupport/plans/enterprise/"
