,pregunta,opciones,respuesta,argumento,referencia
10,Ein Unternehmen möchte seine monatlichen Kosten für die Nutzung von Amazon EC2 und Amazon RDS für das vergangene Jahr überprüfen. Welcher AWS-Service oder welches Tool stellt diese Informationen bereit?,"A. AWS Trusted Advisor.
B. Cost Explorer.
C. Amazon-Prognose.
D. Amazon CloudWatch.",Kosten-Explorer,"Cost Explorer ist ein leistungsstarkes AWS-Tool, mit dem Benutzer ihre AWS-Kosten und -Nutzung im Zeitverlauf analysieren und visualisieren können. Es bietet verschiedene Funktionen, um Kosten effektiv zu verstehen, zu untersuchen und zu verwalten. Mit Cost Explorer können Benutzer ihre monatlichen Kosten und Nutzung für bestimmte AWS-Dienste, einschließlich Amazon EC2 und Amazon RDS, anzeigen. Es bietet vorgefertigte Berichte, anpassbare Filter und Visualisierungen, um Ausgabemuster zu analysieren, Kostentreiber zu identifizieren und Ausgaben im Zeitverlauf zu verfolgen.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
11,"Ein Unternehmen möchte eine kritische Anwendung zu AWS migrieren. Die Anwendung hat eine kurze Laufzeit. Die Anwendung wird durch Datenänderungen oder Änderungen im Systemstatus aufgerufen. Das Unternehmen benötigt eine Rechenlösung, die die betriebliche Effizienz maximiert und die Kosten für die Ausführung der Anwendung minimiert. Welche AWS-Lösung sollte das Unternehmen nutzen, um diese Anforderungen zu erfüllen?","A. Amazon EC2 On-Demand-Instances.
B. AWS Lambda.
C. Amazon EC2 Reserved Instances.
D. Amazon EC2 Spot-Instances",AWS Lambda,"AWS Lambda
        1. Führen Sie Code aus, ohne Infrastruktur bereitzustellen oder zu verwalten. Schreiben Sie einfach Code und laden Sie ihn als ZIP-Datei oder Containerbild hoch.
        2. Reagieren Sie automatisch auf Codeausführungsanfragen in jeder Größenordnung, von einem Dutzend Ereignissen pro Tag bis zu Hunderttausenden pro Sekunde.
        3. Sparen Sie Kosten, indem Sie nur für den Computer bezahlen",https://aws.amazon.com/lambda/
12,"Welcher AWS-Dienst oder welche AWS-Funktion ermöglicht es Benutzern, sich programmgesteuert mit AWS-Diensten zu verbinden und diese bereitzustellen?","A. AWS-Managementkonsole.
B. AWS Cloud9.
C. AWS CodePipeline.
D. AWS-Softwareentwicklungskits (SDKs)",AWS-Softwareentwicklungskits (SDKs),"AWS Software Development Kits (SDKs) ermöglichen Benutzern die programmgesteuerte Verbindung mit AWS-Services und deren Bereitstellung unter Verwendung von Programmiersprachen wie Java, Python, .NET und mehr. Die AWS SDKs stellen APIs bereit, die Interaktionen auf niedriger Ebene mit den Diensten abstrahieren und es Entwicklern ermöglichen, AWS-Dienste und -Ressourcen aus ihren eigenen Anwendungen heraus zu verwalten. Die AWS SDKs sind für mehrere Programmiersprachen und Plattformen verfügbar.",https://docs.aws.amazon.com/sdk-for-java/?icmpid=docs_homepage_sdktoolkits
13,"Ein Unternehmen plant die Erstellung eines Data Lake, der Amazon S3 nutzt. Welcher Faktor hat den größten Einfluss auf die Kosten?","A. Die Auswahl der S3-Speicherebenen.
B. Gebühren für die Übertragung bestehender Daten in Amazon S3.
C. Das Hinzufügen von S3-Bucket-Richtlinien.
D. S3-Ingest-Gebühren für jede Anfrage",Die Auswahl der S3-Speicherebenen,"Die in Amazon S3 verwendete Speicherklasse kann sich sicherlich auf die Kosten eines Data Lake auswirken, da verschiedene Speicherklassen unterschiedliche Preisstufen haben. Beispielsweise kann die Verwendung der Glacier-Speicherklasse für Daten, auf die selten zugegriffen wird, viel günstiger sein als die Verwendung der Standard-Speicherklasse für Daten, auf die häufig zugegriffen wird. In den meisten Fällen hat jedoch die Menge der gespeicherten Daten einen größeren Einfluss auf die Gesamtkosten als die verwendete Speicherklasse. Dies liegt daran, dass die Speichernutzung unabhängig von der Speicherklasse im Allgemeinen der Hauptkostenfaktor in einem S3-basierten Data Lake ist. Daher ist es wichtig, die im S3-Bucket gespeicherte Datenmenge sorgfältig zu überwachen und zu verwalten, um die Kosten unter Kontrolle zu halten.",https://aws.amazon.com/s3/pricing/
14,"Ein Unternehmen führt eine E-Commerce-Anwendung ein, die immer verfügbar sein muss. Die Anwendung wird in den nächsten 12 Monaten kontinuierlich auf Amazon EC2-Instanzen ausgeführt. Was ist die kostengünstigste Kaufoption für Instanzen, die diese Anforderungen erfüllt?","A. Spot-Instanzen.
B. Sparpläne.
C. Dedizierte Hosts.
D. On-Demand-Instanzen",Sparpläne,"Mit Amazon EC2-Sparplänen können Sie Ihre Rechenkosten senken, indem Sie sich für eine Laufzeit von 1 oder 3 Jahren zu einer gleichbleibenden Menge an Rechennutzung verpflichten. Dies führt zu Einsparungen von bis zu 72 % gegenüber den Kosten für On-Demand-Instanzen. Jede Nutzung bis zur Verpflichtung wird zum ermäßigten Savings-Plan-Tarif berechnet (z. B. 10 $ pro Stunde). Jede über die Verpflichtung hinausgehende Nutzung wird zu den regulären On-Demand-Instance-Tarifen berechnet.",https://aws.amazon.com/ savingsplans/
15,"Welchen AWS-Service oder welche AWS-Funktion kann ein Unternehmen nutzen, um festzustellen, welche Geschäftseinheit bestimmte AWS-Ressourcen nutzt?","A. Kostenzuordnungs-Tags.
B. Schlüsselpaare.
C. Amazon Inspektor.
D. AWS Trusted Advisor",Kostenzuordnungs-Tags,"Kostenzuordnungs-Tags sind ein von AWS bereitgestellter Mechanismus, um AWS-Ressourcen Metadaten zu Kostenverfolgungs- und Kategorisierungszwecken zuzuweisen. Durch das Anwenden von Kostenzuordnungs-Tags auf Ressourcen können Unternehmen benutzerdefinierte Metadaten zuordnen, um Ressourcen anhand verschiedener Kriterien wie Geschäftsbereich, Abteilung, Projekt oder Anwendung zu identifizieren und zu kategorisieren. Durch die Verwendung von Kostenzuordnungs-Tags können Unternehmen ihre AWS-Kosten anhand der zugewiesenen Tags verfolgen und analysieren. Dadurch können sie die Kostenverteilung auf verschiedene Geschäftsbereiche oder jede andere relevante Kategorisierung bestimmen. Kostenzuordnungs-Tags bieten detaillierte Einblicke in die Ressourcennutzung und -ausgaben und ermöglichen so eine genaue Kostenzuordnung und -analyse.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html
16,"Ein Unternehmen möchte seine Workloads auf AWS migrieren, verfügt jedoch nicht über Fachkenntnisse im Bereich AWS Cloud Computing. Welcher AWS-Service oder welche AWS-Funktion hilft dem Unternehmen bei der Migration?","A. AWS Trusted Advisor.
B. AWS-Beratungspartner.
C. AWS-Artefakte.
D. AWS Managed Services",AWS Managed Services,"AWS Managed Services ist ein von AWS angebotener Service, der Unternehmen bei der Migration ihrer Arbeitslasten in die AWS-Cloud unterstützt. Es bietet eine umfassende Verwaltung der AWS-Infrastruktur und automatisiert allgemeine Aufgaben, sodass sich das Unternehmen auf sein Kerngeschäft konzentrieren kann, anstatt sich um die Komplexität der Verwaltung der Cloud-Umgebung kümmern zu müssen. Mit AWS Managed Services kann das Unternehmen von AWS-zertifizierten Experten profitieren, die sich um die tägliche Verwaltung seiner AWS-Infrastruktur kümmern. Dazu gehören Aktivitäten wie Bereitstellung, Überwachung, Patching, Backup und Sicherheit. Der Service stellt sicher, dass Best Practices befolgt werden und dass die Arbeitslasten des Unternehmens hinsichtlich Leistung, Kosten und Sicherheit optimiert werden. Durch die Nutzung von AWS Managed Services kann das Unternehmen seinen Mangel an Fachwissen im AWS-Cloud-Computing überwinden und eine reibungslose Migration zur AWS-Plattform ermöglichen.",https://docs.aws.amazon.com/managedservices/latest/userguide/what-is-ams.html
17,"Welchen AWS-Service oder welches Tool sollte ein Unternehmen nutzen, um Service-Limit-Erhöhungen zentral anzufordern und zu verfolgen?","A. AWS Config.
B. Servicekontingente.
C. AWS-Servicekatalog.
D. AWS-Budgets",Servicekontingente,"Service Quotas ist ein AWS-Service, der es Benutzern ermöglicht, Erhöhungen der Servicelimits für verschiedene AWS-Services anzuzeigen, zu verwalten und anzufordern. Servicelimits sind vordefinierte Limits, die von AWS für die Nutzung bestimmter Ressourcen oder Services innerhalb eines AWS-Kontos festgelegt werden. Mithilfe von Servicekontingenten kann ein Unternehmen seine Servicelimits zentral verwalten und bei Bedarf Erhöhungen beantragen. Es bietet Einblick in die aktuellen Limits, die Nutzung und das verfügbare Kontingent für jeden Dienst. Der Dienst umfasst eine Schnittstelle zum Einreichen von Anträgen auf Limiterhöhungen, zum Verfolgen des Status der Anträge und zum Empfangen von Benachrichtigungen über Aktualisierungen.",https://aws.amazon.com/about-aws/whats-new/2021/04/service-quotas-available-aws-govcloud-us-regions/
18,Welche Dokumentation stellt AWS Artifact bereit?,"A. Amazon EC2-Geschäftsbedingungen.
B. AWS ISO-Zertifizierungen.
C. Eine Historie der AWS-Ausgaben eines Unternehmens.
D. Eine Liste der Amazon EC2-Instance-Typen der vorherigen Generation",AWS ISO-Zertifizierungen,"AWS Artifact bietet Zugriff auf verschiedene Compliance-bezogene Dokumente, einschließlich AWS ISO-Zertifizierungen. ISO-Zertifizierungen sind internationale Standards, die Best Practices für Informationssicherheitsmanagementsysteme definieren. Über AWS Artifact können Kunden auf die ISO-Zertifizierungen von AWS zugreifen, beispielsweise ISO 27001, das Anforderungen für die Einrichtung, Implementierung, Aufrechterhaltung und kontinuierliche Verbesserung eines Informationssicherheitsmanagementsystems im Kontext von AWS-Services festlegt.",https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html
19,Für welche Aufgabe sind die Anmeldeinformationen des AWS-Konto-Root-Benutzers erforderlich?,"A. Rechnungsinformationen anzeigen.
B. Ändern des AWS Support-Plans.
C. Starten und Stoppen von Amazon EC2-Instances.
D. Öffnen eines AWS Support-Falls",Ändern des AWS Support-Plans,"Für die Änderung des AWS-Supportplans, die ein Upgrade oder Downgrade des Support-Levels umfasst, sind in der Regel die mit dem Root-Benutzer des AWS-Kontos verbundenen Berechtigungen erforderlich. Der Root-Benutzer verfügt über vollständigen Zugriff und Berechtigungen zur Verwaltung aller Aspekte des AWS-Kontos, einschließlich abrechnungs- und supportbezogener Konfigurationen.",https://docs.aws.amazon.com/accounts/latest/reference/root-user-tasks.html
20,"Ein Unternehmen muss Hunderte von Anfragen verschiedener Benutzer gleichzeitig bearbeiten. Welche Kombination von AWS-Services sollte das Unternehmen nutzen, um eine betrieblich effiziente Lösung aufzubauen?","A. Amazon Simple Queue Service (Amazon SQS) und AWS Lambda.
B. AWS Data Pipeline und Amazon EC2.
C. Amazon Kinesis und Amazon Athena.
D. AWS Amplify und AWS AppSync",Amazon Simple Queue Service (Amazon SQS) und AWS Lambda,"Die Kombination von SQS und Lambda bietet mehrere Vorteile:
                     Skalierbarkeit: SQS ermöglicht die Bearbeitung einer großen Anzahl von Anfragen, während Lambda die Verarbeitungskapazität automatisch basierend auf der eingehenden Arbeitslast skaliert.
                     Zuverlässigkeit: SQS gewährleistet eine zuverlässige Nachrichtenzustellung und Lambda-Funktionen sind zustandslos und fehlertolerant konzipiert.
                     Entkopplung: Die Entkopplung von Diensten durch SQS ermöglicht eine lose Kopplung, sodass sich Komponenten unabhängig voneinander entwickeln und separat skalieren können.",
21,Welchen Umfang hat eine VPC innerhalb des AWS-Netzwerks?,"A. Eine VPC kann alle Availability Zones weltweit umfassen.
B. Eine VPC muss mindestens zwei Subnetze in jeder AWS-Region umfassen.
C. Eine VPC muss mindestens zwei Edge-Standorte in jeder AWS-Region umfassen.
D. Eine VPC kann alle Availability Zones innerhalb einer AWS-Region umfassen.",Eine VPC kann alle Availability Zones innerhalb einer AWS-Region umfassen.,"Eine VPC ist ein logisch isolierter Abschnitt der AWS-Cloud, in dem Benutzer Ressourcen wie Amazon EC2-Instanzen, Amazon RDS-Datenbanken und andere AWS-Dienste starten können. Es bietet Kontrolle über Netzwerkaspekte, einschließlich IP-Adressierung, Subnetze, Routing-Tabellen und Netzwerk-Gateways. Beim Erstellen einer VPC können Benutzer die AWS-Region auswählen, in der sie sich befinden soll. Innerhalb dieser Region kann eine VPC mehrere Availability Zones umfassen. Availability Zones sind separate Rechenzentren innerhalb einer bestimmten Region, jedes mit redundanter Stromversorgung, Netzwerk und Konnektivität. Indem sich eine VPC über mehrere Availability Zones erstreckt, kann sie eine hohe Verfügbarkeit und Fehlertoleranz für die darin bereitgestellten Ressourcen bieten.",
22,Welche der folgenden Komponenten sind Komponenten einer AWS Site-to-Site VPN-Verbindung? (Wähle zwei.),"A. AWS Storage Gateway.
B. Virtuelles privates Gateway.
C. NAT-Gateway.
D. Kunden-Gateway.
E. Internet-Gateway.","B. Virtuelles privates Gateway.
D. Kunden-Gateway.","Virtual Private Gateway: Ein Virtual Private Gateway ist die AWS-Seite der VPN-Verbindung. Es dient als Einstiegspunkt für den Datenverkehr vom Kundennetzwerk in das AWS-Netzwerk. Kunden-Gateway: Ein Kunden-Gateway ist die Kundenseite der VPN-Verbindung. Es stellt das physische Gerät oder die Softwareanwendung dar, die sich im lokalen Netzwerk des Kunden befindet.",https://docs.aws.amazon.com/vpn/latest/s2svpn/Examples.html
23,Ein Unternehmen muss eine Verbindung zwischen zwei VPCs herstellen. Die VPCs befinden sich in zwei verschiedenen AWS-Regionen. Für diese Anbindung will das Unternehmen die bestehende Infrastruktur der VPCs nutzen. Welcher AWS-Service oder welche AWS-Funktion kann zum Herstellen dieser Verbindung verwendet werden?,"A. AWS Client VPN.
B. VPC-Peering.
C. AWS Direct Connect.
D. VPC-Endpunkte.",VPC-Peering,"Sie können eine VPC-Peering-Verbindung zwischen Ihren eigenen VPCs, mit einer VPC in einem anderen AWS-Konto oder mit einer VPC in einer anderen AWS-Region erstellen.",https://docs.aws.amazon.com/vpc/latest/peering/what-is-vpc-peering.html
24,"Welche Verantwortung hat ein Kunde gemäß dem AWS-Modell der geteilten Verantwortung, wenn er Amazon RDS zum Hosten einer Datenbank verwendet?","A. Verbindungen zur Datenbank verwalten.
B. Installieren Sie Microsoft SQL Server.
C. Entwerfen Sie Strategien zur Verschlüsselung ruhender Daten.
D. Kleinere Datenbank-Patches anwenden.",Verwalten Sie Verbindungen zur Datenbank.,"Amazon RDS verschlüsselt Ihre Datenbanken mit Schlüsseln, die Sie mit dem AWS Key Management Service (KMS) verwalten. Auf einer Datenbankinstanz, die mit Amazon RDS-Verschlüsselung ausgeführt wird, werden die im zugrunde liegenden Speicher gespeicherten Daten verschlüsselt, ebenso wie ihre automatisierten Backups, Lesereplikate und Snapshots. Die Amazon RDS-Verschlüsselung verwendet den branchenüblichen AES-256-Verschlüsselungsalgorithmus, um Ihre Daten auf dem Server zu verschlüsseln, der Ihre Amazon RDS-Instanz hostet. Das Entwerfen einer Verschlüsselungsstrategie bedeutet, die Strategie von Grund auf neu zu erstellen (einschließlich der Auswahl des am besten geeigneten Verschlüsselungsalgorithmus für diese Strategie). Wie bereits erwähnt, unterscheidet sich die Auswahl einer Strategie vom Entwerfen/Erstellen einer neuen Strategie.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
25,Welche Vorteile bietet die Verwendung von Amazon EC2-Instanzen zum Hosten von Anwendungen in der AWS Cloud statt vor Ort? (Wähle zwei.),"A. EC2 umfasst die Patch-Verwaltung des Betriebssystems.
B. EC2 lässt sich in Amazon VPC, AWS CloudTrail und AWS Identity and Access Management (IAM) integrieren.
C. EC2 verfügt über eine 100-prozentige Service-Level-Vereinbarung (SLA).
D. EC2 verfügt über ein flexibles Pay-as-you-go-Preismodell.",EC2 verfügt über ein flexibles Pay-as-you-go-Preismodell. EC2 verfügt über eine automatische Speicherkostenoptimierung.,,https://aws.amazon.com/ec2/instance-types/
26,"Ein Benutzer muss feststellen, ob die Sicherheitsgruppen einer Amazon EC2-Instance im letzten Monat geändert wurden. Wie kann der Benutzer sehen, ob eine Änderung vorgenommen wurde?","A. Verwenden Sie Amazon EC2, um zu sehen, ob die Sicherheitsgruppe geändert wurde.
B. Verwenden Sie AWS Identity and Access Management (IAM), um zu sehen, welcher Benutzer oder welche Rolle die Sicherheitsgruppe geändert hat.
C. Verwenden Sie AWS CloudTrail, um zu sehen, ob die Sicherheitsgruppe geändert wurde.
D. Verwenden Sie Amazon CloudWatch, um zu sehen, ob die Sicherheitsgruppe geändert wurde.","Verwenden Sie AWS CloudTrail, um zu sehen, ob die Sicherheitsgruppe geändert wurde.","CloudTrail zeichnet Benutzeraktivitäten und API-Aufrufe in allen AWS-Diensten als Ereignisse auf. CloudTrail-Events helfen Ihnen bei der Beantwortung der Fragen „Wer hat was, wo und wann getan?“",https://aws.amazon.com/cloudtrail/features/
