,pregunta,opciones,respuesta,argumento,referencia
10,A company wants to review its monthly costs of using Amazon EC2 and Amazon RDS for the past year. Which AWS service or tool provides this information?,"A. AWS Trusted Advisor. 
B. Cost Explorer. 
C. Amazon Forecast. 
D. Amazon CloudWatch.",Cost Explorer,"Cost Explorer is a powerful AWS tool that allows users to analyze and visualize their AWS costs and usage over time. It provides various features to understand, explore, and manage costs effectively. With Cost Explorer, users can view their monthly costs and usage for specific AWS services, including Amazon EC2 and Amazon RDS. It offers pre-built reports, customizable filters, and visualizations to help analyze spending patterns, identify cost drivers, and track expenses over time.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
11,A company wants to migrate a critical application to AWS. The application has a short runtime. The application is invoked by changes in data or by shifts in system state. The company needs a compute solution that maximizes operational efficiency and minimizes the cost of running the application. Which AWS solution should the company use to meet these requirements?,"A. Amazon EC2 On-Demand Instances. 
B. AWS Lambda. 
C. Amazon EC2 Reserved Instances. 
D. Amazon EC2 Spot Instances",AWS Lambda,"AWS Lambda
        1. Run code without provisioning or managing infrastructure. Simply write and upload code as a .zip file or container image.
        2. Automatically respond to code execution requests at any scale, from a dozen events per day to hundreds of thousands per second.
        3. Save costs by paying only for the compu",https://aws.amazon.com/lambda/
12,Which AWS service or feature allows users to connect with and deploy AWS services programmatically?,"A. AWS Management Console. 
B. AWS Cloud9. 
C. AWS CodePipeline. 
D. AWS software development kits (SDKs)",AWS software development kits (SDKs),"AWS software development kits (SDKs) allow users to connect with and deploy AWS services programmatically, using programming languages such as Java, Python, .NET, and more. The AWS SDKs provide APIs that abstract low-level interactions with the services and allow developers to manage AWS services and resources from within their own applications. The AWS SDKs are available for multiple programming languages and platforms.",https://docs.aws.amazon.com/sdk-for-java/?icmpid=docs_homepage_sdktoolkits
13,A company plans to create a data lake that uses Amazon S3. Which factor will have the MOST effect on cost?,"A. The selection of S3 storage tiers. 
B. Charges to transfer existing data into Amazon S3.
C. The addition of S3 bucket policies. 
D. S3 ingest fees for each request",The selection of S3 storage tiers,"The storage class used in Amazon S3 can certainly have an impact on the cost of a data lake, as different storage classes have different pricing tiers. For example, using the Glacier storage class for infrequently accessed data can be much cheaper than using the Standard storage class for frequently accessed data. However, in most cases, the amount of data stored will have a larger impact on the overall cost than the storage class used. This is because storage usage is generally the primary driver of cost in an S3-based data lake, regardless of the storage class. Therefore, it is important to carefully monitor and manage the amount of data being stored in the S3 bucket to keep costs under control.",https://aws.amazon.com/s3/pricing/
14,A company is launching an ecommerce application that must always be available. The application will run on Amazon EC2 instances continuously for the next 12 months. What is the MOST cost-effective instance purchasing option that meets these requirements?,"A. Spot Instances.
B. Savings Plans.
C. Dedicated Hosts.
D. On-Demand Instances",Savings Plans,"Amazon EC2 Savings Plans enable you to reduce your compute costs by committing to a consistent amount of compute usage for a 1-year or 3-year term. This results in savings of up to 72% over On-Demand Instance costs. Any usage up to the commitment is charged at the discounted Savings Plan rate (for example, $10 an hour). Any usage beyond the commitment is charged at regular On-Demand Instance rates.",https://aws.amazon.com/savingsplans/
15,Which AWS service or feature can a company use to determine which business unit is using specific AWS resources?,"A. Cost allocation tags.
B. Key pairs.
C. Amazon Inspector.
D. AWS Trusted Advisor",Cost allocation tags,"Cost allocation tags are a mechanism provided by AWS to assign metadata to AWS resources for cost tracking and categorization purposes. By applying cost allocation tags to resources, companies can associate custom metadata to identify and categorize resources based on different criteria, such as business unit, department, project, or application. When using cost allocation tags, companies can track and analyze their AWS costs based on the assigned tags. This allows them to determine the cost distribution among different business units or any other relevant categorization. Cost allocation tags provide granular visibility into resource usage and expenditure, enabling accurate cost attribution and analysis.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html
16,"A company wants to migrate its workloads to AWS, but it lacks expertise in AWS Cloud computing. Which AWS service or feature will help the company with its migration?","A. AWS Trusted Advisor.
B. AWS Consulting Partners.
C. AWS Artifacts.
D. AWS Managed Services",AWS Managed Services,"AWS Managed Services is a service offered by AWS that helps organizations migrate their workloads to the AWS cloud. It provides comprehensive management of AWS infrastructure and automates common tasks, allowing the company to focus on its core business rather than worrying about the complexities of managing the cloud environment. With AWS Managed Services, the company can benefit from AWS-certified experts who will handle the day-to-day management of its AWS infrastructure. This includes activities such as provisioning, monitoring, patching, backup, and security. The service ensures that best practices are followed and that the company´s workloads are optimized for performance, cost, and security. By leveraging AWS Managed Services, the company can overcome its lack of expertise in AWS cloud computing and have a smooth migration to the AWS platform.",https://docs.aws.amazon.com/managedservices/latest/userguide/what-is-ams.html
17,Which AWS service or tool should a company use to centrally request and track service limit increases?,"A. AWS Config.
B. Service Quotas.
C. AWS Service Catalog.
D. AWS Budgets",Service Quotas,"Service Quotas is an AWS service that allows users to view, manage, and request increases in service limits for various AWS services. Service limits are predefined limits set by AWS on the usage of specific resources or services within an AWS account. By using Service Quotas, a company can centrally manage its service limits and request increases when needed. It provides visibility into the current limits, usage, and available quota for each service. The service includes an interface to submit requests for limit increases, track the status of the requests, and receive notifications on updates.",https://aws.amazon.com/about-aws/whats-new/2021/04/service-quotas-available-aws-govcloud-us-regions/
18,Which documentation does AWS Artifact provide?,"A. Amazon EC2 terms and conditions.
B. AWS ISO certifications.
C. A history of a company´s AWS spending.
D. A list of previous-generation Amazon EC2 instance types",AWS ISO certifications,"AWS Artifact provides access to various compliance-related documents, including AWS ISO certifications. ISO certifications are international standards that define best practices for information security management systems. Through AWS Artifact, customers can access AWS´s ISO certifications, such as ISO 27001, which specifies requirements for establishing, implementing, maintaining, and continuously improving an information security management system within the context of AWS services.",https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html
19,Which task requires using AWS account root user credentials?,"A. Viewing billing information.
B. Changing the AWS Support plan.
C. Starting and stopping Amazon EC2 instances.
D. Opening an AWS Support case",Changing the AWS Support plan,"Changing the AWS Support plan, which includes upgrading or downgrading the level of support, typically requires the privileges associated with the AWS account root user. The root user has full access and permissions to manage all aspects of the AWS account, including billing and support-related configurations.",https://docs.aws.amazon.com/accounts/latest/reference/root-user-tasks.html
20,A company needs to simultaneously process hundreds of requests from different users. Which combination of AWS services should the company use to build an operationally efficient solution?,"A. Amazon Simple Queue Service (Amazon SQS) and AWS Lambda.
B. AWS Data Pipeline and Amazon EC2.
C. Amazon Kinesis and Amazon Athena.
D. AWS Amplify and AWS AppSync",Amazon Simple Queue Service (Amazon SQS) and AWS Lambda,"The combination of SQS and Lambda offers several benefits:
                     Scalability: SQS allows for handling a large number of requests, while Lambda automatically scales the processing capacity based on the incoming workload.
                     Reliability: SQS ensures reliable message delivery, and Lambda functions are designed to be stateless and fault-tolerant.
                     Decoupling: The decoupling of services through SQS enables loose coupling, allowing components to evolve independently and scale separately.",
21,What is the scope of a VPC within the AWS network?,"A. A VPC can span all Availability Zones globally. 
B. A VPC must span at least two subnets in each AWS Region. 
C. A VPC must span at least two edge locations in each AWS Region. 
D. A VPC can span all Availability Zones within an AWS Region.",A VPC can span all Availability Zones within an AWS Region.,"A VPC is a logically isolated section of the AWS cloud where users can launch resources such as Amazon EC2 instances, Amazon RDS databases, and other AWS services. It provides control over networking aspects, including IP addressing, subnets, routing tables, and network gateways. When creating a VPC, users can choose the AWS Region where it will reside. Within that Region, a VPC can span multiple Availability Zones. Availability Zones are separate data centers within a given Region, each with redundant power, networking, and connectivity. By spanning multiple Availability Zones, a VPC can provide high availability and fault tolerance for resources deployed within it.",
22,Which of the following are components of an AWS Site-to-Site VPN connection? (Choose two.),"A. AWS Storage Gateway. 
B. Virtual private gateway. 
C. NAT gateway. 
D. Customer gateway. 
E. Internet gateway.","B. Virtual private gateway. 
D. Customer gateway.",Virtual private gateway: A virtual private gateway is the AWS side of the VPN connection. It serves as the entry point for traffic from the customer network into the AWS network. Customer gateway: A customer gateway is the customer´s side of the VPN connection. It represents the physical device or software application located in the customer´s on-premises network.,https://docs.aws.amazon.com/vpn/latest/s2svpn/Examples.html
23,A company needs to establish a connection between two VPCs. The VPCs are located in two different AWS Regions. The company wants to use the existing infrastructure of the VPCs for this connection. Which AWS service or feature can be used to establish this connection?,"A. AWS Client VPN. 
B. VPC peering. 
C. AWS Direct Connect. 
D. VPC endpoints.",VPC peering,"You can create a VPC peering connection between your own VPCs, with a VPC in another AWS account, or with a VPC in a different AWS Region.",https://docs.aws.amazon.com/vpc/latest/peering/what-is-vpc-peering.html
24,"According to the AWS shared responsibility model, what responsibility does a customer have when using Amazon RDS to host a database?","A. Manage connections to the database. 
B. Install Microsoft SQL Server. 
C. Design encryption-at-rest strategies. 
D. Apply minor database patches.",Manage connections to the database.,"Amazon RDS encrypts your databases using keys you manage with the AWS Key Management Service (KMS). On a database instance running with Amazon RDS encryption, data stored at rest in the underlying storage is encrypted, as are its automated backups, read replicas, and snapshots. Amazon RDS encryption uses the industry standard AES-256 encryption algorithm to encrypt your data on the server that hosts your Amazon RDS instance. Designing an encryption strategy means building the strategy from scratch (including choosing the best-fit encryption algorithm for that strategy), as mentioned before, selecting a one is different from design/create a new one.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
25,What are some advantages of using Amazon EC2 instances to host applications in the AWS Cloud instead of on premises? (Choose two.),"A. EC2 includes operating system patch management. 
B. EC2 integrates with Amazon VPC, AWS CloudTrail, and AWS Identity and Access Management (IAM). 
C. EC2 has a 100% service level agreement (SLA). 
D. EC2 has a flexible, pay-as-you-go pricing model.","EC2 has a flexible, pay-as-you-go pricing model. EC2 has automatic storage cost optimization.",,https://aws.amazon.com/ec2/instance-types/
26,A user needs to determine whether an Amazon EC2 instance´s security groups were modified in the last month. How can the user see if a change was made?,"A. Use Amazon EC2 to see if the security group was changed. 
B. Use AWS Identity and Access Management (IAM) to see which user or role changed the security group. 
C. Use AWS CloudTrail to see if the security group was changed. 
D. Use Amazon CloudWatch to see if the security group was changed.",Use AWS CloudTrail to see if the security group was changed.,"CloudTrail records user activity and API calls across AWS services as events. CloudTrail events help you answer the questions of ""who did what, where, and when?",https://aws.amazon.com/cloudtrail/features/
27,Which AWS service will help protect applications running on AWS from DDoS attacks?,"A. Amazon GuardDuty. 
B. AWS WAF. 
C. AWS Shield. 
D. Amazon Inspector.",AWS Shield.,"AWS Shield is a managed service that provides protection against Distributed Denial of Service (DDoS) attacks for applications running on AWS. AWS Shield Standard is automatically enabled to all AWS customers at no additional cost. AWS Shield Advanced is an optional paid service. AWS Shield Advanced provides additional protections against more sophisticated and larger attacks for your applications running on Amazon Elastic Compute Cloud (EC2), Elastic Load Balancing (ELB), Amazon CloudFront, AWS Global Accelerator, and Route 53",https://aws.amazon.com/shield/faqs/
28,Which AWS service or feature acts as a firewall for Amazon EC2 instances?,"A. Network ACL. 
B. Elastic network interface. 
C. Amazon VPC. 
D. Security group",Security group,"A security group acts as a virtual firewall for your EC2 instances to control incoming and outgoing traffic. Inbound rules control the incoming traffic to your instance, and outbound rules control the outgoing traffic from your instance. When you launch an instance, you can specify one or more security groups.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html
29,How does the AWS Cloud pricing model differ from the traditional on-premises storage pricing model?,"A. AWS resources do not incur costs. 
B. There are no infrastructure operating costs. 
C. There are no upfront cost commitments. 
D. There are no software licensing costs.",There are no infrastructure operating costs.,Reduce storage spend Minimize your total cost of ownership (TCO) with managed services that eliminate infrastructure maintenance. Optimize your storage costs based on how frequently and quickly you need to access your data.,https://aws.amazon.com/products/storage/
30,A company has a single Amazon EC2 instance. The company wants to adopt a highly available architecture. What can the company do to meet this requirement?,"A. Scale vertically to a larger EC2 instance size. 
B. Scale horizontally across multiple Availability Zones. 
C. Purchase an EC2 Dedicated Instance. 
D. Change the EC2 instance family to a compute optimized instance.",Scale horizontally across multiple Availability Zones.,"There are two types of Scaling: Vertical & Horizontal. Vertical: Means increasing the configuration of the same existing machine.  Horizontal: Adding additional instances to share the work load, so answer her should be B",
31,"A company´s on-premises application deployment cycle was 3-4 weeks. After migrating to the AWS Cloud, the company can deploy the application in 2-3 days. Which benefit has this company experienced by moving to the AWS Cloud?","A. Elasticity. 
B. Flexibility. 
C. Agility. 
D. Resilience",Agility.,"The company can quickly respond to business needs and deploy applications faster, allowing for faster time-to-market for new features, updates, or bug fixes. This increased agility enables the company to stay competitive in a rapidly changing market.",https://repost.aws/questions/QU89MN7WVwTcCsNELreRby8A/agility-or-elasticity
32,Which of the following are included in AWS Enterprise Support? (Choose two.),"A. AWS technical account manager (TAM). 
B. AWS partner-led support. 
C. AWS Professional Services. 
D. Support of third-party software integration to AWS. 
E. 5-minute response time for critical issues","A. AWS technical account manager (TAM). 
D. Support of third-party software integration to AWS.","With Enterprise level support you get: Third-party software support for guidance, configuration, and troubleshooting of AWS interoperability with many common OSs, platforms, and app stack components. You will also get access to a Technical Account Manager (TAM) who will provide consultative architectural and operational guidance delivered in the context of your apps and use-cases to help you achieve the greatest value from AWS.","https://i.ytimg.com/vi/0LQcq_zyNmg/maxresdefault.jpg, https://aws.amazon.com/premiumsupport/plans/enterprise/"
33,A global media company uses AWS Organizations to manage multiple AWS accounts. Which AWS service or feature can the company use to limit the access to AWS services for member accounts?,"A. AWS Identity and Access Management (IAM). 
B. Service control policies (SCPs). 
C. Organizational units (OUs). 
D. Access control lists (ACLs)",Service control policies (SCPs).,"AWS Organizations helps to manage multiple AWS accounts in a centralized manner. SCPs are a feature of AWS Organizations that allow an organization to set rules that govern the use of AWS services across all accounts in the organization. SCPs can be used to restrict the use of specific AWS services or to impose additional conditions or requirements on the use of those services. SCPs are applied at the organizational unit (OU) level, so organizations can create different policies for different groups of accounts within their AWS Organization.","https://docs.aws.amazon.com/organizations/latest/userguide/orgs_introduction.html#:~:text=.%20In%20SCPs%2C%20you,in%20the%20organization."
34,A company wants to limit its employees AWS access to a portfolio of predefined AWS resources. Which AWS solution should the company use to meet this requirement?,"A. AWS Config. 
B. AWS software development kits (SDKs). 
C. AWS Service Catalog. 
D. AWS AppSync",AWS Service Catalog.,"AWS Service Catalog can create, organize, and govern a curated catalog of AWS resources that can be shared at the permissions level so you can quickly provision approved cloud resources without needing direct access to the underlying AWS services.","https://aws.amazon.com/servicecatalog/#:~:text=AWS%20Service%20Catalog%3F,the%20underlying%20AWS%20services."
35,"An online company was running a workload on premises and was struggling to launch new products and features. After migrating the workload to AWS, the company can quickly launch products and features and can scale its infrastructure as required. Which AWS Cloud value proposition does this scenario describe?","A. Business agility. 
B. High availability. 
C. Security. 
D. Centralized auditing.",Business agility.,"Increase speed and agility – In a cloud computing environment, new IT resources are only a click away, which means that you reduce the time to make those resources available to your developers from weeks to just minutes. This results in a dramatic increase in agility for the organization, since the cost and time it takes to experiment and develop is significantly lower.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
36,Which of the following are advantages of the AWS Cloud? (Choose two.),"A. AWS management of user-owned infrastructure. 
B. Ability to quickly change required capacity. 
C. High economies of scale. 
D. Increased deployment time to market. 
E. Increased fixed expenses","B. Ability to quickly change required capacity. 
C. High economies of scale.",Economy at scale: You profit of massive aggregation of resources consumed by all customers on the AWS platform. Rapidity and Agility.,https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
37,AWS has the ability to achieve lower pay-as-you-go pricing by aggregating usage across hundreds of thousands of users. This describes which advantage of the AWS Cloud?,"A. Launch globally in minutes. 
B. Increase speed and agility. 
C. High economies of scale. 
D. No guessing about compute capacity",High economies of scale.,"Benefit from massive economies of scale – By using cloud computing, you can achieve a lower variable cost than you can get on your own. Because usage from hundreds of thousands of customers is aggregated in the cloud, providers such as AWS can achieve higher economies of scale, which translates into lower pay as-you-go prices.","https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html#:~:text=Benefit%20from%20massive,you%2Dgo%20prices."
38,A company has a database server that is always running. The company hosts the server on Amazon EC2 instances. The instance sizes are suitable for the workload. The workload will run for 1 year. Which EC2 instance purchasing option will meet these requirements MOST cost-effectively?,"A. Standard Reserved Instances. 
B. On-Demand Instances. 
C. Spot Instances. 
D. Convertible Reserved Instances",Standard Reserved Instances.,"Standard Reserved Instances provide you with a significant discount (up to 72%) compared to On-Demand Instance pricing, and can be purchased for a 1-year or 3-year term. Customers have the flexibility to change the Availability Zone, the instance size, and networking type of their Standard Reserved Instances. Purchase Convertible Reserved Instances if you need additional flexibility, such as the ability to use different instance families, operating systems, or tenancies over the Reserved Instance term. Convertible Reserved Instances provide you with a significant discount (up to 66%) compared to On-Demand Instances and can be purchased for a 1-year or 3-year term.",https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/
39,A company is developing a mobile app that needs a high-performance NoSQL database. Which AWS services could the company use for this database? (Choose two.),"A. Amazon Aurora. 
B. Amazon RDS. 
C. Amazon Redshift. 
D. Amazon DocumentDB (with MongoDB compatibility). 
E. Amazon DynamoDB","D. Amazon DocumentDB (with MongoDB compatibility). 
E. Amazon DynamoDB.","Amazon DynamoDB, which is a fully managed NoSQL database service that provides fast and predictable performance with seamless scalability. Amazon DocumentDB (with MongoDB compatibility), which is a fully managed document database service that supports MongoDB workloads and provides high performance, scalability, and availability with the security and compliance capabilities of AWS.",https://aws.amazon.com/nosql/
40,"Which tasks are the responsibility of AWS, according to the AWS shared responsibility model? (Choose two.)","A. Patch the Amazon EC2 guest operating system. 
B. Upgrade the firmware of the network infrastructure. 
C. Apply password rotation for IAM users. 
D. Maintain the physical security of edge locations. 
E. Maintain least privilege access to the root user account.","B. Upgrade the firmware of the network infrastructure. 
     D. Maintain the physical security of edge locations.","Upgrade the firmware of the network infrastructure: AWS is responsible for managing and maintaining the underlying network infrastructure, including upgrading the firmware of their network devices and equipment. Maintain the physical security of edge locations: AWS is responsible for the physical security of its global infrastructure, which includes the security and protection of edge locations.",As shown in https://aws.amazon.com/compliance/shared-responsibility-model/
41,Which of the following are features of network ACLs as they are used in the AWS Cloud? (Choose two.),"A. They are stateless. 
B. They are stateful. 
C. They evaluate all rules before allowing traffic. 
D. They process rules in order, starting with the lowest numbered rule, when deciding whether to allow traffic. 
E. They operate at the instance level.","A. They are stateless. 
D. They process rules in order, starting with the lowest numbered rule, when deciding whether to allow traffic.","They are stateless: Network ACLs in AWS are stateless, meaning they do not keep track of the state of a connection. Each incoming and outgoing packet is evaluated independently based on the rules defined in the ACL. They process rules in order, starting with the lowest numbered rule when deciding whether to allow traffic: Network ACLs evaluate rules sequentially and process them in order, starting with the lowest numbered rule. Once a matching rule is found, processing stops, and the decision to allow or deny traffic is made based on that rule. No further rules are evaluated.",https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
42,A company has designed its AWS Cloud infrastructure to run its workloads effectively. The company also has protocols in place to continuously improve supporting processes. Which pillar of the AWS Well-Architected Framework does this scenario represent?,"A. Security. 
B. Performance efficiency. 
C. Cost optimization. 
D. Operational excellence",Operational excellence,"Operational excellence in the AWS Well-Architected Framework refers to the ability to run and monitor systems effectively, continuously improving processes and procedures. It encompasses designing and managing workloads to achieve business and customer goals efficiently. It focuses on automating processes, identifying areas for improvement, and making informed decisions based on operational data and feedback.",https://wa.aws.amazon.com/wat.pillars.wa-pillars.en.html
43,A company needs to graphically visualize AWS billing and usage over time. The company also needs information about its AWS monthly costs. Which AWS Billing and Cost Management tool provides this data in a graphical format?,"A. AWS Bills. 
B. Cost Explorer. 
C. AWS Cost and Usage Report. 
D. AWS Budgets",Cost Explorer.,"Cost Explorer (B) enables users to visualize and understand their AWS costs and usage trends over time. It also provides information about the monthly costs of AWS services and allows users to create custom cost reports and budgets. The other options, AWS Bills, AWS Cost and Usage Report, and AWS Budgets provide different functionalities related to billing and cost management in AWS, but they do not provide graphical visualization of data.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
44,Which AWS service or feature can be used to create a private connection between an on-premises workload and an AWS Cloud workload?,"A. Amazon Route 53. 
B. Amazon Macie. 
C. AWS Direct Connect. 
D. AWS PrivateLink",AWS PrivateLink,"AWS PrivateLink provides private connectivity between virtual private clouds (VPCs), supported AWS services, and your on-premises networks without exposing your traffic to the public internet.","https://d1.awsstatic.com/products/privatelink/product-page-diagram_AWS-PrivateLink.fc899b8ebd46fa0b3537d9be5b2e82de328c63b8.png, https://aws.amazon.com/privatelink/#:~:text=AWS%20PrivateLink%20provides%20private%20connectivity,traffic%20to%20the%20public%20internet"
45,"A company wants to run production workloads on AWS. The company needs concierge service, a designated AWS technical account manager (TAM), and technical support that is available 24 hours a day, 7 days a week. Which AWS Support plan will meet these requirements?","A. AWS Basic Support.
B. AWS Enterprise Support.
C. AWS Business Support.
D. AWS Developer Support",B. AWS Enterprise Support.,"AWS Enterprise Support is the highest level of support offered by AWS and provides access to a range of benefits and services, including a dedicated technical account manager (TAM). The TAM serves as a single point of contact, providing personalized guidance and assistance in utilizing AWS services effectively, optimizing workloads, and addressing technical inquiries or issues. In addition to the TAM, AWS Enterprise Support offers concierge service, which provides assistance with billing and account-related inquiries, service limit increases, and general operational support. AWS Enterprise Support also includes 24/7 technical support, ensuring that assistance is available around the clock for critical issues or emergencies.",https://aws.amazon.com/premiumsupport/plans/enterprise/
